"sample_index","sampled_row","sampled_col","sampled_lift","sampled_accuracy","diagnostic"
"4014","chr12","chr22","0.982302365671709","0.98325514091785","label_sample_only_not_sequence_null_model"
"4015","chr13","chr19","0.987989899724584","0.989113226055102","label_sample_only_not_sequence_null_model"
"4016","chr8","chr20","0.990759719386362","0.991815892240068","label_sample_only_not_sequence_null_model"
"4017","chr1","chr16","0.993334614241788","0.994538051116346","label_sample_only_not_sequence_null_model"
"4018","chr19","chr18","0.985961651912188","0.988219384559523","label_sample_only_not_sequence_null_model"
"4019","chr17","chr20","0.987200678055249","0.988965120346244","label_sample_only_not_sequence_null_model"
"4020","chr3","chrY","0.972943491050652","0.974046656032516","label_sample_only_not_sequence_null_model"
"4021","chr8","chr21","0.979923597740577","0.980979770594283","label_sample_only_not_sequence_null_model"
"4022","chr16","chr22","0.979667046537304","0.981329849845699","label_sample_only_not_sequence_null_model"
"4023","chr5","chrX","0.99521063572341","0.9962481232111","label_sample_only_not_sequence_null_model"
"4024","chr21","chrY","0.956321100090501","0.95728789335689","label_sample_only_not_sequence_null_model"
"4025","chr22","chr21","0.965694611131678","0.967331439802304","label_sample_only_not_sequence_null_model"
"4026","chr19","chr22","0.979634433597033","0.981892166244367","label_sample_only_not_sequence_null_model"
"4027","chr11","chr4","0.996392026273506","0.997466108193622","label_sample_only_not_sequence_null_model"
"4028","chr12","chr21","0.976954280858864","0.977907056105005","label_sample_only_not_sequence_null_model"
"4029","chr13","chr11","0.995570787555177","0.996694113885695","label_sample_only_not_sequence_null_model"
"4030","chr11","chr12","0.995061676088112","0.996135758008228","label_sample_only_not_sequence_null_model"
"4031","chr12","chr19","0.988429270076768","0.989382045322909","label_sample_only_not_sequence_null_model"
"4032","chr4","chr14","0.993846419833789","0.994970709462926","label_sample_only_not_sequence_null_model"
"4033","chr22","chr19","0.986614675855743","0.988251504526369","label_sample_only_not_sequence_null_model"
"4034","chr14","chr5","0.995217320831071","0.996355473852072","label_sample_only_not_sequence_null_model"
"4035","chr16","chr2","0.996063758939483","0.997726562247878","label_sample_only_not_sequence_null_model"
"4036","chr3","chrX","0.995976352918835","0.997079517900699","label_sample_only_not_sequence_null_model"
"4037","chr11","chr18","0.991441834189997","0.992515916110114","label_sample_only_not_sequence_null_model"
"4038","chr22","chr4","0.993254519154658","0.994891347825284","label_sample_only_not_sequence_null_model"
"4039","chr2","chr15","0.993096643977292","0.994178896244309","label_sample_only_not_sequence_null_model"
"4040","chr7","chrY","0.969183987579363","0.97034378826525","label_sample_only_not_sequence_null_model"
"4041","chr14","chr9","0.993380575050673","0.994518728071673","label_sample_only_not_sequence_null_model"
"4042","chr17","chr16","0.991165165860269","0.992929608151264","label_sample_only_not_sequence_null_model"
"4043","chr16","chr15","0.989763458813428","0.991426262121823","label_sample_only_not_sequence_null_model"
"4044","chr14","chr4","0.995621585246498","0.996759738267499","label_sample_only_not_sequence_null_model"
"4045","chr4","chrY","0.973901411845046","0.975025701474182","label_sample_only_not_sequence_null_model"
"4046","chr18","chr15","0.992362733729948","0.993474748466911","label_sample_only_not_sequence_null_model"
"4047","chrY","chr13","0.993266995177334","0.994808340173099","label_sample_only_not_sequence_null_model"
"4048","chr1","chr7","0.996325981415354","0.997529418289912","label_sample_only_not_sequence_null_model"
"4049","chr1","chr10","0.995710364374103","0.996913801248662","label_sample_only_not_sequence_null_model"
"4050","chrY","chr14","0.993029622495409","0.994570967491174","label_sample_only_not_sequence_null_model"
"4051","chr2","chr7","0.996436577017055","0.997518829284072","label_sample_only_not_sequence_null_model"
"4052","chr19","chr11","0.993141872570291","0.995399605217625","label_sample_only_not_sequence_null_model"
"4053","chrX","chr8","0.99627083420087","0.99737461011951","label_sample_only_not_sequence_null_model"
"4054","chr19","chr7","0.993675006164375","0.995932738811709","label_sample_only_not_sequence_null_model"
"4055","chr1","chr21","0.980717646678541","0.981921083553099","label_sample_only_not_sequence_null_model"
"4056","chr16","chr13","0.988745680411225","0.99040848371962","label_sample_only_not_sequence_null_model"
"4057","chr17","chr21","0.971822991850449","0.973587434141444","label_sample_only_not_sequence_null_model"
"4058","chr16","chr1","0.996261707833626","0.997924511142021","label_sample_only_not_sequence_null_model"
"4059","chr3","chr21","0.982610508236643","0.983713673218507","label_sample_only_not_sequence_null_model"
"4060","chr9","chr11","0.995143985972342","0.99609187540004","label_sample_only_not_sequence_null_model"
"4061","chr12","chr2","0.997284083553394","0.998236858799535","label_sample_only_not_sequence_null_model"
"4062","chrX","chr22","0.983926534878534","0.985030310797173","label_sample_only_not_sequence_null_model"
"4063","chr3","chr8","0.996337113999526","0.99744027898139","label_sample_only_not_sequence_null_model"
"4064","chr19","chr14","0.987778538346975","0.99003627099431","label_sample_only_not_sequence_null_model"
"4065","chr9","chr18","0.989194449171773","0.990142338599471","label_sample_only_not_sequence_null_model"
"4066","chr9","chr7","0.995660531381892","0.99660842080959","label_sample_only_not_sequence_null_model"
"4067","chr4","chr15","0.993724278214262","0.994848567843398","label_sample_only_not_sequence_null_model"
"4068","chrY","chr7","0.996236488307786","0.997777833303551","label_sample_only_not_sequence_null_model"
"4069","chr21","chr20","0.986763155855356","0.987729949121746","label_sample_only_not_sequence_null_model"
"4070","chr10","chr20","0.98915845769944","0.990351747989177","label_sample_only_not_sequence_null_model"
"4071","chr22","chr3","0.994095703871654","0.99573253254228","label_sample_only_not_sequence_null_model"
"4072","chr4","chr13","0.994028464074141","0.995152753703277","label_sample_only_not_sequence_null_model"
"4073","chr18","chr3","0.996542382503436","0.997654397240399","label_sample_only_not_sequence_null_model"
"4074","chr10","chr20","0.98915845769944","0.990351747989177","label_sample_only_not_sequence_null_model"
"4075","chr14","chr15","0.991583946551121","0.992722099572122","label_sample_only_not_sequence_null_model"
"4076","chr16","chr5","0.993810042732187","0.995472846040582","label_sample_only_not_sequence_null_model"
"4077","chr1","chr7","0.996325981415354","0.997529418289912","label_sample_only_not_sequence_null_model"
"4078","chr16","chr19","0.986828086152835","0.98849088946123","label_sample_only_not_sequence_null_model"
"4079","chr18","chr1","0.997332213466208","0.998444228203171","label_sample_only_not_sequence_null_model"
"4080","chr5","chr6","0.996265280427344","0.997302767915035","label_sample_only_not_sequence_null_model"
"4081","chr20","chr10","0.993602106378626","0.994958211688383","label_sample_only_not_sequence_null_model"
"4082","chr10","chr21","0.975974308414537","0.977167598704275","label_sample_only_not_sequence_null_model"
"4083","chr12","chr11","0.995382388727594","0.996335163973734","label_sample_only_not_sequence_null_model"
"4084","chr13","chr22","0.982277400912718","0.983400727243235","label_sample_only_not_sequence_null_model"
"4085","chr10","chr5","0.995200274587337","0.996393564877074","label_sample_only_not_sequence_null_model"
"4086","chr18","chr9","0.994160653207729","0.995272667944691","label_sample_only_not_sequence_null_model"
"4087","chr6","chr6","0.996335374086237","0.997450135172058","label_sample_only_not_sequence_null_model"
"4088","chr4","chr12","0.995799807408682","0.996924097037819","label_sample_only_not_sequence_null_model"
"4089","chr13","chr9","0.994253651712093","0.99537697804261","label_sample_only_not_sequence_null_model"
"4090","chrY","chr14","0.993029622495409","0.994570967491174","label_sample_only_not_sequence_null_model"
"4091","chr11","chr3","0.996792223993776","0.997866305913893","label_sample_only_not_sequence_null_model"
"4092","chr20","chr17","0.991290044308267","0.992646149618024","label_sample_only_not_sequence_null_model"
"4093","chr19","chr7","0.993675006164375","0.995932738811709","label_sample_only_not_sequence_null_model"
"4094","chr18","chr5","0.995837998290233","0.996950013027196","label_sample_only_not_sequence_null_model"
"4095","chr20","chr22","0.979582362936611","0.980938468246367","label_sample_only_not_sequence_null_model"
"4096","chr15","chr12","0.994294101298901","0.995543140427623","label_sample_only_not_sequence_null_model"
"4097","chr15","chr8","0.995203588927817","0.996452628056539","label_sample_only_not_sequence_null_model"
"4098","chr22","chr2","0.995546879449003","0.997183708119629","label_sample_only_not_sequence_null_model"
"4099","chr5","chr11","0.995758269056449","0.99679575654414","label_sample_only_not_sequence_null_model"
"4100","chr20","chr17","0.991290044308267","0.992646149618024","label_sample_only_not_sequence_null_model"
"4101","chr15","chr1","0.997132912515789","0.998381951644511","label_sample_only_not_sequence_null_model"
"4102","chr1","chr7","0.996325981415354","0.997529418289912","label_sample_only_not_sequence_null_model"
"4103","chr4","chr12","0.995799807408682","0.996924097037819","label_sample_only_not_sequence_null_model"
"4104","chr15","chr15","0.991956032058356","0.993205071187078","label_sample_only_not_sequence_null_model"
"4105","chr3","chr11","0.996201778114638","0.997304943096502","label_sample_only_not_sequence_null_model"
"4106","chr22","chr19","0.986614675855743","0.988251504526369","label_sample_only_not_sequence_null_model"
"4107","chr2","chr8","0.995997163196478","0.997079415463495","label_sample_only_not_sequence_null_model"
"4108","chr13","chr13","0.99243010049178","0.993553426822298","label_sample_only_not_sequence_null_model"
"4109","chr5","chr17","0.993231211547171","0.994268699034861","label_sample_only_not_sequence_null_model"
"4110","chr10","chr16","0.992351145816066","0.993544436105803","label_sample_only_not_sequence_null_model"
"4111","chr16","chr6","0.994280874241413","0.995943677549808","label_sample_only_not_sequence_null_model"
"4112","chr2","chr3","0.996880411304639","0.997962663571656","label_sample_only_not_sequence_null_model"
"4113","chr22","chrY","0.95116123413596","0.952798062806586","label_sample_only_not_sequence_null_model"
"4114","chrX","chr16","0.993735226990151","0.994839002908791","label_sample_only_not_sequence_null_model"
"4115","chr14","chr2","0.997012219502917","0.998150372523917","label_sample_only_not_sequence_null_model"
"4116","chr2","chr5","0.996262349645055","0.997344601912072","label_sample_only_not_sequence_null_model"
"4117","chr12","chr11","0.995382388727594","0.996335163973734","label_sample_only_not_sequence_null_model"
"4118","chr14","chr11","0.995102011252272","0.996240164273272","label_sample_only_not_sequence_null_model"
"4119","chr10","chr9","0.993361162765911","0.994554453055648","label_sample_only_not_sequence_null_model"
"4120","chr16","chr9","0.991670621841497","0.993333425149892","label_sample_only_not_sequence_null_model"
"4121","chr4","chr2","0.997719291154194","0.998843580783331","label_sample_only_not_sequence_null_model"
"4122","chr1","chr3","0.996785503105239","0.997988939979797","label_sample_only_not_sequence_null_model"
"4123","chr11","chr22","0.982736071932517","0.983810153852634","label_sample_only_not_sequence_null_model"
"4124","chr22","chr7","0.99367800569251","0.995314834363136","label_sample_only_not_sequence_null_model"
"4125","chrY","chr18","0.991881879517148","0.993423224512913","label_sample_only_not_sequence_null_model"
"4126","chr2","chr10","0.995799032045212","0.99688128431223","label_sample_only_not_sequence_null_model"
"4127","chr10","chr6","0.995508539994848","0.996701830284585","label_sample_only_not_sequence_null_model"
"4128","chrY","chrX","0.99544764373856","0.996988988734325","label_sample_only_not_sequence_null_model"
"4129","chr14","chrX","0.994193925316198","0.995332078337198","label_sample_only_not_sequence_null_model"
"4130","chrY","chr4","0.996386407896371","0.997927752892136","label_sample_only_not_sequence_null_model"
"4131","chr1","chr22","0.9832441554454","0.984447592319958","label_sample_only_not_sequence_null_model"
"4132","chr4","chr6","0.996804133695412","0.997928423324549","label_sample_only_not_sequence_null_model"
"4133","chr12","chr8","0.995335519846743","0.996288295092883","label_sample_only_not_sequence_null_model"
"4134","chr22","chr9","0.990024189380796","0.991661018051422","label_sample_only_not_sequence_null_model"
"4135","chr15","chr5","0.995471307681665","0.996720346810388","label_sample_only_not_sequence_null_model"
"4136","chr20","chr3","0.995115904413916","0.996472009723672","label_sample_only_not_sequence_null_model"
"4137","chr7","chr10","0.995478408661701","0.996638209347588","label_sample_only_not_sequence_null_model"
"4138","chr21","chr21","0.970286178124113","0.971252971390503","label_sample_only_not_sequence_null_model"
"4139","chr11","chr12","0.995061676088112","0.996135758008228","label_sample_only_not_sequence_null_model"
"4140","chr12","chr11","0.995382388727594","0.996335163973734","label_sample_only_not_sequence_null_model"
"4141","chr17","chr1","0.996225897656799","0.997990339947794","label_sample_only_not_sequence_null_model"
"4142","chr17","chr18","0.987216114714316","0.988980557005311","label_sample_only_not_sequence_null_model"
"4143","chrX","chr20","0.991501226710602","0.992605002629242","label_sample_only_not_sequence_null_model"
"4144","chr3","chr18","0.992595378818822","0.993698543800686","label_sample_only_not_sequence_null_model"
"4145","chr9","chr8","0.994888655493579","0.995836544921277","label_sample_only_not_sequence_null_model"
"4146","chr9","chrY","0.962601652540241","0.963549541967939","label_sample_only_not_sequence_null_model"
"4147","chr22","chr18","0.984535293112696","0.986172121783322","label_sample_only_not_sequence_null_model"
"4148","chr20","chr16","0.991169520149116","0.992525625458873","label_sample_only_not_sequence_null_model"
"4149","chr5","chr3","0.996735182192259","0.997772669679949","label_sample_only_not_sequence_null_model"
"4150","chr19","chr17","0.990606365171358","0.992864097818692","label_sample_only_not_sequence_null_model"
"4151","chr4","chr1","0.997668839445394","0.998793129074531","label_sample_only_not_sequence_null_model"
"4152","chr1","chr22","0.9832441554454","0.984447592319958","label_sample_only_not_sequence_null_model"
"4153","chr12","chr17","0.992832866822726","0.993785642068867","label_sample_only_not_sequence_null_model"
"4154","chr14","chr2","0.997012219502917","0.998150372523917","label_sample_only_not_sequence_null_model"
"4155","chr17","chr15","0.989824668898738","0.991589111189733","label_sample_only_not_sequence_null_model"
"4156","chr14","chrX","0.994193925316198","0.995332078337198","label_sample_only_not_sequence_null_model"
"4157","chr14","chr9","0.993380575050673","0.994518728071673","label_sample_only_not_sequence_null_model"
"4158","chr7","chr5","0.995941075029471","0.997100875715358","label_sample_only_not_sequence_null_model"
"4159","chr15","chr22","0.981880504888112","0.983129544016834","label_sample_only_not_sequence_null_model"
"4160","chr2","chr1","0.997563712960037","0.998645965227055","label_sample_only_not_sequence_null_model"
"4161","chr13","chr13","0.99243010049178","0.993553426822298","label_sample_only_not_sequence_null_model"
"4162","chr2","chr10","0.995799032045212","0.99688128431223","label_sample_only_not_sequence_null_model"
"4163","chrX","chr14","0.993570080248103","0.994673856166743","label_sample_only_not_sequence_null_model"
"4164","chr6","chr13","0.992934489446616","0.994049250532436","label_sample_only_not_sequence_null_model"
"4165","chr9","chr18","0.989194449171773","0.990142338599471","label_sample_only_not_sequence_null_model"
"4166","chr12","chrY","0.965640879117996","0.966593654364136","label_sample_only_not_sequence_null_model"
"4167","chr14","chr19","0.987947775102965","0.989085928123966","label_sample_only_not_sequence_null_model"
"4168","chr1","chr16","0.993334614241788","0.994538051116346","label_sample_only_not_sequence_null_model"
"4169","chr9","chr11","0.995143985972342","0.99609187540004","label_sample_only_not_sequence_null_model"
"4170","chr18","chrX","0.994957351541995","0.996069366278958","label_sample_only_not_sequence_null_model"
"4171","chr19","chr20","0.986286140733922","0.988543873381256","label_sample_only_not_sequence_null_model"
"4172","chr15","chr15","0.991956032058356","0.993205071187078","label_sample_only_not_sequence_null_model"
"4173","chr3","chrX","0.995976352918835","0.997079517900699","label_sample_only_not_sequence_null_model"
"4174","chr22","chr22","0.978129282481013","0.979766111151639","label_sample_only_not_sequence_null_model"
"4175","chrY","chr9","0.994672806807662","0.996214151803427","label_sample_only_not_sequence_null_model"
"4176","chr11","chr8","0.995846139932929","0.996920221853045","label_sample_only_not_sequence_null_model"
"4177","chr2","chr8","0.995997163196478","0.997079415463495","label_sample_only_not_sequence_null_model"
"4178","chr9","chr5","0.995106188631666","0.996054078059364","label_sample_only_not_sequence_null_model"
"4179","chr13","chrX","0.995087913723095","0.996211240053612","label_sample_only_not_sequence_null_model"
"4180","chr15","chr18","0.990247090074758","0.991496129203481","label_sample_only_not_sequence_null_model"
"4181","chr4","chr17","0.993758691479421","0.994882981108558","label_sample_only_not_sequence_null_model"
"4182","chr14","chr14","0.991081229175819","0.992219382196819","label_sample_only_not_sequence_null_model"
"4183","chr20","chr20","0.987094792251172","0.988450897560929","label_sample_only_not_sequence_null_model"
"4184","chr20","chr6","0.994435297397533","0.99579140270729","label_sample_only_not_sequence_null_model"
"4185","chr21","chr3","0.995223158203532","0.996189951469922","label_sample_only_not_sequence_null_model"
"4186","chr1","chr1","0.997458348841509","0.998661785716068","label_sample_only_not_sequence_null_model"
"4187","chr16","chr13","0.988745680411225","0.99040848371962","label_sample_only_not_sequence_null_model"
"4188","chrX","chr7","0.996631320658525","0.997735096577165","label_sample_only_not_sequence_null_model"
"4189","chr5","chr18","0.991239374593907","0.992276862081598","label_sample_only_not_sequence_null_model"
"4190","chr1","chr7","0.996325981415354","0.997529418289912","label_sample_only_not_sequence_null_model"
"4191","chr6","chr19","0.988326650888182","0.989441411974003","label_sample_only_not_sequence_null_model"
"4192","chr1","chr6","0.996344898557908","0.997548335432466","label_sample_only_not_sequence_null_model"
"4193","chr6","chrY","0.970295171308258","0.971409932394078","label_sample_only_not_sequence_null_model"
"4194","chr10","chr11","0.995060049345978","0.996253339635715","label_sample_only_not_sequence_null_model"
"4195","chrX","chrX","0.995912090887091","0.997015866805731","label_sample_only_not_sequence_null_model"
"4196","chr15","chr16","0.99255310237714","0.993802141505862","label_sample_only_not_sequence_null_model"
"4197","chr19","chr4","0.993377097021131","0.995634829668465","label_sample_only_not_sequence_null_model"
"4198","chr18","chr7","0.996050637083973","0.997162651820936","label_sample_only_not_sequence_null_model"
"4199","chr18","chrY","0.968513018455333","0.969625033192296","label_sample_only_not_sequence_null_model"
"4200","chr21","chr8","0.993805355504194","0.994772148770584","label_sample_only_not_sequence_null_model"
"4201","chr20","chr6","0.994435297397533","0.99579140270729","label_sample_only_not_sequence_null_model"
"4202","chr22","chr2","0.995546879449003","0.997183708119629","label_sample_only_not_sequence_null_model"
"4203","chr12","chr6","0.995852805074978","0.996805580321119","label_sample_only_not_sequence_null_model"
"4204","chr11","chr4","0.996392026273506","0.997466108193622","label_sample_only_not_sequence_null_model"
"4205","chrY","chr22","0.983404355845501","0.984945700841266","label_sample_only_not_sequence_null_model"
"4206","chr13","chr11","0.995570787555177","0.996694113885695","label_sample_only_not_sequence_null_model"
"4207","chr22","chrX","0.990965648900122","0.992602477570748","label_sample_only_not_sequence_null_model"
"4208","chr14","chr20","0.989188282397391","0.990326435418392","label_sample_only_not_sequence_null_model"
"4209","chr14","chr18","0.989626848928184","0.990765001949185","label_sample_only_not_sequence_null_model"
"4210","chr7","chr8","0.995699310097661","0.996859110783548","label_sample_only_not_sequence_null_model"
"4211","chr13","chr15","0.992505045613104","0.993628371943622","label_sample_only_not_sequence_null_model"
"4212","chr6","chr4","0.996439012628086","0.997553773713907","label_sample_only_not_sequence_null_model"
"4213","chr18","chr7","0.996050637083973","0.997162651820936","label_sample_only_not_sequence_null_model"
"4214","chr1","chr4","0.99643563720652","0.997639074081078","label_sample_only_not_sequence_null_model"
"4215","chr22","chr9","0.990024189380796","0.991661018051422","label_sample_only_not_sequence_null_model"
"4216","chrX","chrY","0.972589901838403","0.973693677757043","label_sample_only_not_sequence_null_model"
"4217","chr6","chr14","0.992830929300033","0.993945690385853","label_sample_only_not_sequence_null_model"
"4218","chr4","chr9","0.995361042669585","0.996485332298722","label_sample_only_not_sequence_null_model"
"4219","chr10","chr11","0.995060049345978","0.996253339635715","label_sample_only_not_sequence_null_model"
"4220","chr9","chr18","0.989194449171773","0.990142338599471","label_sample_only_not_sequence_null_model"
"4221","chr21","chr12","0.992382064858216","0.993348858124606","label_sample_only_not_sequence_null_model"
"4222","chr16","chr12","0.992387565191115","0.99405036849951","label_sample_only_not_sequence_null_model"
"4223","chr20","chr22","0.979582362936611","0.980938468246367","label_sample_only_not_sequence_null_model"
"4224","chr9","chr5","0.995106188631666","0.996054078059364","label_sample_only_not_sequence_null_model"
"4225","chr13","chr5","0.995919045933297","0.997042372263814","label_sample_only_not_sequence_null_model"
"4226","chr19","chr15","0.988858551677882","0.991116284325216","label_sample_only_not_sequence_null_model"
"4227","chr9","chr15","0.991386667561468","0.992334556989166","label_sample_only_not_sequence_null_model"
"4228","chr18","chr13","0.992258682646693","0.993370697383656","label_sample_only_not_sequence_null_model"
"4229","chrX","chrY","0.972589901838403","0.973693677757043","label_sample_only_not_sequence_null_model"
"4230","chr9","chr18","0.989194449171773","0.990142338599471","label_sample_only_not_sequence_null_model"
"4231","chr17","chr5","0.993698868328072","0.995463310619067","label_sample_only_not_sequence_null_model"
"4232","chr9","chr1","0.997252946208281","0.998200835635979","label_sample_only_not_sequence_null_model"
"4233","chr15","chr6","0.995734733798831","0.996983772927553","label_sample_only_not_sequence_null_model"
"4234","chr17","chr15","0.989824668898738","0.991589111189733","label_sample_only_not_sequence_null_model"
"4235","chr20","chr12","0.992444667838128","0.993800773147885","label_sample_only_not_sequence_null_model"
"4236","chr7","chr15","0.992647641157433","0.99380744184332","label_sample_only_not_sequence_null_model"
"4237","chr3","chr8","0.996337113999526","0.99744027898139","label_sample_only_not_sequence_null_model"
"4238","chr10","chr16","0.992351145816066","0.993544436105803","label_sample_only_not_sequence_null_model"
"4239","chr20","chr8","0.993768921823818","0.995125027133575","label_sample_only_not_sequence_null_model"
"4240","chr8","chr16","0.993359028243609","0.994415201097315","label_sample_only_not_sequence_null_model"
"4241","chr3","chr2","0.997701780285262","0.998804945267126","label_sample_only_not_sequence_null_model"
"4242","chr2","chr18","0.991824893634072","0.992907145901089","label_sample_only_not_sequence_null_model"
"4243","chr9","chr14","0.99076214929966","0.991710038727358","label_sample_only_not_sequence_null_model"
"4244","chrX","chr11","0.996163426409684","0.997267202328324","label_sample_only_not_sequence_null_model"
"4245","chr12","chr16","0.992810483927704","0.993763259173845","label_sample_only_not_sequence_null_model"
"4246","chr1","chr15","0.992997345308791","0.994200782183349","label_sample_only_not_sequence_null_model"
"4247","chr7","chrX","0.995126056717717","0.996285857403604","label_sample_only_not_sequence_null_model"
"4248","chr6","chr20","0.990722860994473","0.991837622080293","label_sample_only_not_sequence_null_model"
"4249","chr13","chr3","0.996584502818556","0.997707829149073","label_sample_only_not_sequence_null_model"
"4250","chrY","chrX","0.99544764373856","0.996988988734325","label_sample_only_not_sequence_null_model"
"4251","chr10","chr2","0.996970699553113","0.99816398984285","label_sample_only_not_sequence_null_model"
"4252","chr15","chr20","0.989562276686899","0.990811315815621","label_sample_only_not_sequence_null_model"
"4253","chr8","chr21","0.979923597740577","0.980979770594283","label_sample_only_not_sequence_null_model"
"4254","chr10","chr6","0.995508539994848","0.996701830284585","label_sample_only_not_sequence_null_model"
"4255","chrY","chr21","0.981703500445721","0.983244845441485","label_sample_only_not_sequence_null_model"
"4256","chr4","chr18","0.992797351032327","0.993921640661463","label_sample_only_not_sequence_null_model"
"4257","chr2","chr5","0.996262349645055","0.997344601912072","label_sample_only_not_sequence_null_model"
"4258","chr4","chr2","0.997719291154194","0.998843580783331","label_sample_only_not_sequence_null_model"
"4259","chr22","chrY","0.95116123413596","0.952798062806586","label_sample_only_not_sequence_null_model"
"4260","chr6","chr8","0.995909589796966","0.997024350882787","label_sample_only_not_sequence_null_model"
"4261","chr4","chr21","0.983235733343255","0.984360022972392","label_sample_only_not_sequence_null_model"
"4262","chr5","chr10","0.995577998755449","0.99661548624314","label_sample_only_not_sequence_null_model"
"4263","chr15","chr20","0.989562276686899","0.990811315815621","label_sample_only_not_sequence_null_model"
"4264","chr6","chr1","0.997472262235928","0.998587023321749","label_sample_only_not_sequence_null_model"
"4265","chr15","chr4","0.995829093041876","0.997078132170598","label_sample_only_not_sequence_null_model"
"4266","chr5","chr14","0.992529678168321","0.993567165656012","label_sample_only_not_sequence_null_model"
"4267","chr15","chrX","0.994579778239238","0.995828817367961","label_sample_only_not_sequence_null_model"
"4268","chr1","chr16","0.993334614241788","0.994538051116346","label_sample_only_not_sequence_null_model"
"4269","chr5","chr17","0.993231211547171","0.994268699034861","label_sample_only_not_sequence_null_model"
"4270","chr15","chr18","0.990247090074758","0.991496129203481","label_sample_only_not_sequence_null_model"
"4271","chr21","chr16","0.99117114111706","0.992137934383449","label_sample_only_not_sequence_null_model"
"4272","chr20","chr22","0.979582362936611","0.980938468246367","label_sample_only_not_sequence_null_model"
"4273","chr9","chr1","0.997252946208281","0.998200835635979","label_sample_only_not_sequence_null_model"
"4274","chr2","chr19","0.988688246647537","0.989770498914554","label_sample_only_not_sequence_null_model"
"4275","chr7","chr17","0.993100704026611","0.994260504712498","label_sample_only_not_sequence_null_model"
"4276","chr19","chr18","0.985961651912188","0.988219384559523","label_sample_only_not_sequence_null_model"
"4277","chr7","chrX","0.995126056717717","0.996285857403604","label_sample_only_not_sequence_null_model"
"4278","chr22","chr11","0.993088699702249","0.994725528372875","label_sample_only_not_sequence_null_model"
"4279","chr21","chr13","0.988246065558013","0.989212858824402","label_sample_only_not_sequence_null_model"
"4280","chr12","chr15","0.991980363941867","0.992933139188008","label_sample_only_not_sequence_null_model"
"4281","chr12","chr16","0.992810483927704","0.993763259173845","label_sample_only_not_sequence_null_model"
"4282","chr3","chr20","0.991636417309976","0.99273958229184","label_sample_only_not_sequence_null_model"
"4283","chr6","chr11","0.995790801369934","0.996905562455754","label_sample_only_not_sequence_null_model"
"4284","chrY","chr1","0.997210208463945","0.99875155345971","label_sample_only_not_sequence_null_model"
"4285","chrY","chr16","0.993345488429943","0.994886833425708","label_sample_only_not_sequence_null_model"
"4286","chr2","chr10","0.995799032045212","0.99688128431223","label_sample_only_not_sequence_null_model"
"4287","chr1","chr5","0.996177392177892","0.99738082905245","label_sample_only_not_sequence_null_model"
"4288","chr5","chrY","0.968537619109101","0.969575106596791","label_sample_only_not_sequence_null_model"
"4289","chr17","chr18","0.987216114714316","0.988980557005311","label_sample_only_not_sequence_null_model"
"4290","chr16","chr19","0.986828086152835","0.98849088946123","label_sample_only_not_sequence_null_model"
"4291","chr6","chr11","0.995790801369934","0.996905562455754","label_sample_only_not_sequence_null_model"
"4292","chrY","chr7","0.996236488307786","0.997777833303551","label_sample_only_not_sequence_null_model"
"4293","chr12","chr17","0.992832866822726","0.993785642068867","label_sample_only_not_sequence_null_model"
"4294","chr15","chr1","0.997132912515789","0.998381951644511","label_sample_only_not_sequence_null_model"
"4295","chr4","chr20","0.991749388936176","0.992873678565312","label_sample_only_not_sequence_null_model"
"4296","chr22","chr16","0.990064793014677","0.991701621685303","label_sample_only_not_sequence_null_model"
"4297","chr11","chrX","0.99533231499961","0.996406396919726","label_sample_only_not_sequence_null_model"
"4298","chr4","chr14","0.993846419833789","0.994970709462926","label_sample_only_not_sequence_null_model"
"4299","chr9","chr8","0.994888655493579","0.995836544921277","label_sample_only_not_sequence_null_model"
"4300","chr8","chr2","0.997511466106764","0.998567638960469","label_sample_only_not_sequence_null_model"
"4301","chr10","chr16","0.992351145816066","0.993544436105803","label_sample_only_not_sequence_null_model"
"4302","chr7","chr8","0.995699310097661","0.996859110783548","label_sample_only_not_sequence_null_model"
"4303","chr2","chr4","0.996524515210224","0.997606767477241","label_sample_only_not_sequence_null_model"
"4304","chr22","chr9","0.990024189380796","0.991661018051422","label_sample_only_not_sequence_null_model"
"4305","chr4","chr8","0.996410462806067","0.997534752435204","label_sample_only_not_sequence_null_model"
"4306","chr14","chr4","0.995621585246498","0.996759738267499","label_sample_only_not_sequence_null_model"
"4307","chr7","chr19","0.988374252030569","0.989534052716455","label_sample_only_not_sequence_null_model"
"4308","chr7","chr2","0.997341571261954","0.998501371947841","label_sample_only_not_sequence_null_model"
"4309","chr3","chr14","0.993710305554203","0.994813470536067","label_sample_only_not_sequence_null_model"
"4310","chr6","chr4","0.996439012628086","0.997553773713907","label_sample_only_not_sequence_null_model"
"4311","chr21","chr19","0.98699764084815","0.98796443411454","label_sample_only_not_sequence_null_model"
"4312","chr4","chr18","0.992797351032327","0.993921640661463","label_sample_only_not_sequence_null_model"
"4313","chr7","chr13","0.992501093446382","0.993660894132269","label_sample_only_not_sequence_null_model"
"4314","chr11","chr10","0.995627978657113","0.996702060577229","label_sample_only_not_sequence_null_model"
"4315","chr18","chr16","0.992860264389641","0.993972279126604","label_sample_only_not_sequence_null_model"
"4316","chr2","chr1","0.997563712960037","0.998645965227055","label_sample_only_not_sequence_null_model"
